Date,High,low,Close,No.of Trades,Turn over
11-12-15,83.00,81.90,83.00,44,"27,169,909.70"
14-12-15,84.00,83.00,83.00,18,"2,216,548.90"
15-12-15,86.00,83.50,85.90,16,"1,627,594.00"
16-12-15,86.00,84.50,85.40,16,"22,363,263.00"
17-12-15,85.90,85.00,85.60,30,"2,361,745.80"
18-12-15,86.00,85.50,86.00,26,"1,936,713.00"
21-12-15,93.00,86.50,87.10,81,"4,458,004.50"
22-12-15,89.40,86.40,86.70,19,"804,254.90"
23-12-15,89.50,86.80,86.80,20,"738,710.80"
28-12-15,87.10,86.80,87.00,9,"76,575.00"
29-12-15,87.00,86.00,86.40,31,"3,695,241.00"
30-12-15,86.50,86.00,86.10,15,"1,671,169.80"
31-12-15,87.50,86.10,86.30,12,"206,756.00"
04-01-16,90.00,86.50,87.00,42,"981,479.00"
05-01-16,86.60,86.60,86.60,12,"742,768.20"
06-01-16,86.50,86.00,86.10,19,"828,832.80"
07-01-16,86.10,83.50,83.90,42,"711,414.50"
08-01-16,85.00,83.00,83.00,26,"2,776,124.90"
11-01-16,83.50,81.50,82.00,32,"1,010,521.50"
12-01-16,82.00,80.00,80.10,58,"6,432,020.50"
13-01-16,82.40,80.10,80.50,25,"644,468.30"
14-01-16,82.20,79.00,79.10,27,"2,115,693.50"
18-01-16,79.00,77.00,77.10,22,"2,579,197.80"
19-01-16,77.00,76.00,76.00,20,"539,898.00"
20-01-16,78.50,76.50,77.20,13,"206,003.00"
21-01-16,78.10,77.00,77.60,44,"1,792,127.00"
22-01-16,79.90,78.00,79.00,26,"4,028,752.80"
25-01-16,79.50,77.10,77.20,11,"287,323.60"
26-01-16,80.00,78.00,78.20,22,"2,082,494.20"
27-01-16,79.00,78.50,79.00,7,"84,520.00"
28-01-16,79.00,77.90,78.00,28,"1,452,461.10"
29-01-16,79.90,77.70,77.90,28,"6,107,104.00"
01-02-16,78.80,78.00,78.00,15,"2,094,555.00"
02-02-16,81.00,79.80,80.80,15,"2,235,414.00"
03-02-16,80.50,79.00,80.50,36,"4,113,250.30"
05-02-16,81.50,79.00,80.10,11,"1,306,894.00"
08-02-16,80.00,79.00,79.00,16,"527,201.00"
09-02-16,80.00,79.00,79.00,16,"602,100.00"
10-02-16,79.90,79.00,79.10,7,"834,367.00"
11-02-16,79.80,78.30,79.00,9,"1,852,417.90"
12-02-16,78.30,77.50,77.50,7,"112,963.00"
15-02-16,79.00,77.50,77.60,7,"108,479.00"
16-02-16,77.00,76.50,76.60,19,"260,959.60"
17-02-16,77.00,75.80,77.00,64,"23,476,690.00"
18-02-16,77.00,75.00,75.00,17,"564,347.50"
19-02-16,77.00,75.00,77.00,9,"7,863,690.00"
23-02-16,77.90,76.50,76.50,2,"53,627.90"
24-02-16,77.80,76.20,76.20,23,"901,624.00"
25-02-16,77.00,76.00,76.00,12,"353,510.00"
26-02-16,76.00,75.60,75.90,7,"243,524.80"
29-02-16,77.00,75.50,75.60,27,"444,229.00"
01-03-16,76.00,75.50,75.50,21,"1,310,228.00"
02-03-16,76.00,75.50,75.50,9,"810,583.50"
03-03-16,75.90,75.00,75.00,16,"477,813.80"
04-03-16,75.10,75.00,75.10,10,"377,105.30"
08-03-16,75.00,73.50,74.90,27,"76,027,377.50"
09-03-16,75.10,73.50,75.00,31,"63,538,645.10"
10-03-16,74.90,74.90,75.00,1,599.20
11-03-16,74.90,74.80,74.80,12,"160,184.50"
14-03-16,74.80,73.10,73.10,11,"410,958.20"
15-03-16,74.00,73.10,73.50,17,"590,697.50"
16-03-16,73.50,73.00,73.50,17,"467,234.50"
17-03-16,74.50,73.30,74.50,9,"316,898.10"
18-03-16,74.00,74.00,74.00,5,"51,874.00"
21-03-16,77.00,74.00,77.00,17,"754,941.10"
23-03-16,77.00,75.10,76.60,5,"47,532.20"
24-03-16,77.00,73.20,76.90,13,"2,014,047.00"
28-03-16,75.20,74.80,75.00,7,"250,460.00"
29-03-16,75.00,73.60,74.00,21,"1,206,191.00"
30-03-16,76.90,75.10,75.50,9,"5,344,829.80"
31-03-16,75.90,74.00,74.20,37,"3,099,359.60"
01-04-16,74.20,73.80,73.90,19,"277,394.00"
04-04-16,75.50,75.50,73.90,2,679.50
05-04-16,75.50,75.00,75.50,13,"260,595.00"
06-04-16,76.90,73.00,73.20,12,"71,731.80"
07-04-16,77.80,73.50,76.80,26,"1,902,201.40"
08-04-16,78.00,76.00,76.90,16,"262,601.40"
11-04-16,78.00,76.00,76.10,17,"915,628.90"
12-04-16,78.00,76.20,78.00,31,"1,248,912.80"
15-04-16,83.00,78.90,80.10,32,"797,446.30"
18-04-16,79.00,77.20,78.90,21,"360,990.80"
19-04-16,78.90,78.00,78.50,20,"733,345.00"
20-04-16,78.90,78.50,78.50,5,"78,657.80"
22-04-16,79.00,77.50,78.00,21,"221,225.30"
25-04-16,78.50,76.00,77.00,23,"964,916.30"
26-04-16,78.50,76.10,78.40,9,"523,689.00"
27-04-16,78.60,76.20,78.50,22,"1,385,155.50"
28-04-16,79.00,78.50,78.60,16,"5,711,249.90"
29-04-16,81.00,78.50,81.00,21,"2,573,562.50"
03-05-16,86.00,81.90,85.00,62,"7,892,083.30"
04-05-16,88.90,84.00,85.00,21,"823,756.50"
05-05-16,85.50,82.10,84.90,33,"1,975,171.80"
06-05-16,85.00,82.60,84.70,11,"913,067.80"
09-05-16,85.80,83.50,85.00,37,"5,050,275.10"
10-05-16,88.00,85.00,87.00,30,"2,704,330.80"
11-05-16,87.00,85.00,86.10,9,"231,934.00"
12-05-16,87.00,85.00,85.30,30,"1,263,036.90"
13-05-16,87.00,85.00,85.80,19,"1,179,099.10"
16-05-16,86.90,85.50,86.00,24,"1,007,282.00"
17-05-16,86.90,85.00,85.00,18,"8,764,762.70"
18-05-16,86.80,84.50,84.50,8,"74,109.60"
19-05-16,85.50,84.50,84.90,10,"6,035,461.50"
20-05-16,85.00,84.00,84.90,10,"493,448.50"
24-05-16,85.10,82.50,82.50,3,"166,300.00"
25-05-16,83.50,82.00,83.50,4,"767,900.00"
26-05-16,83.00,82.00,82.00,7,"106,960.00"
27-05-16,81.90,81.00,81.00,14,"2,012,211.90"
30-05-16,80.50,79.10,80.20,7,"135,177.80"
31-05-16,79.70,79.00,79.20,4,"13,794.10"
01-06-16,78.90,78.80,78.80,5,"264,295.00"
02-06-16,78.10,77.60,77.60,17,"566,187.20"
03-06-16,79.50,78.00,79.10,15,"246,009.00"
06-06-16,81.00,78.00,80.40,40,"4,038,937.00"
07-06-16,80.00,79.00,79.20,8,"373,841.00"
08-06-16,80.40,79.00,79.90,5,"192,199.00"
09-06-16,80.00,79.10,79.50,4,"81,339.10"
10-06-16,80.00,79.20,80.00,11,"12,686,039.20"
13-06-16,79.20,79.00,79.00,4,"169,067.10"
14-06-16,78.00,77.50,77.70,3,"26,407.50"
15-06-16,78.00,77.50,78.00,7,"105,268.00"
16-06-16,77.10,77.00,77.00,5,"79,311.00"
17-06-16,78.00,78.00,78.00,3,"377,832.00"
20-06-16,78.00,77.00,77.00,11,"424,650.60"
21-06-16,76.90,76.00,76.10,16,"8,372,056.00"
22-06-16,76.30,76.00,76.10,14,"5,916,914.20"
23-06-16,78.80,75.20,75.90,13,"7,353,091.80"
24-06-16,75.50,75.00,75.00,15,"316,320.50"
27-06-16,75.50,75.50,75.00,1,755.00
28-06-16,75.40,74.00,75.00,15,"18,633,582.00"
29-06-16,75.50,75.00,75.10,48,"10,334,579.00"
30-06-16,76.00,76.00,75.10,1,"2,280.00"
01-07-16,75.10,75.00,75.00,7,"119,045.50"
04-07-16,75.50,75.00,75.00,7,"327,725.00"
05-07-16,76.00,75.00,76.00,5,"400,860.00"
07-07-16,79.00,76.50,76.70,7,"1,630,810.70"
11-07-16,79.00,77.00,77.00,1,"61,600.00"
12-07-16,79.00,77.70,79.00,24,"5,062,574.20"
13-07-16,80.00,78.00,79.60,28,"11,491,996.80"
14-07-16,80.00,78.00,79.00,7,"513,505.00"
15-07-16,81.00,79.00,80.20,15,"121,018.60"
18-07-16,81.00,79.10,80.00,19,"824,095.90"
20-07-16,80.50,79.60,79.70,7,"297,622.50"
21-07-16,81.00,80.00,81.00,44,"3,894,685.50"
22-07-16,81.90,80.50,81.00,19,"1,685,961.50"
25-07-16,81.50,80.00,80.20,9,"88,500.00"
26-07-16,81.10,81.00,81.00,9,"1,236,241.00"
27-07-16,81.50,80.50,80.50,18,"1,075,286.10"
28-07-16,80.10,80.00,80.00,16,"2,119,440.00"
29-07-16,80.00,79.10,80.00,2,"6,527.60"
01-08-16,81.00,79.10,79.50,3,"49,461.20"
02-08-16,84.00,81.00,83.60,18,"149,700.10"
03-08-16,83.90,82.00,82.00,10,"443,445.00"
04-08-16,82.00,81.00,81.00,18,"815,905.00"
05-08-16,83.00,80.00,80.80,15,"180,181.70"
08-08-16,81.00,80.00,80.90,13,"1,159,906.30"
09-08-16,81.80,80.00,81.80,13,"846,194.00"
10-08-16,82.00,81.00,81.10,11,"82,839.00"
11-08-16,82.00,81.00,81.00,14,"207,834.00"
12-08-16,81.00,80.40,81.00,25,"6,146,375.80"
15-08-16,82.00,81.00,81.50,10,"134,458.60"
16-08-16,80.60,80.00,80.10,15,"289,676.80"
18-08-16,81.50,80.10,80.40,12,"11,763,400.50"
19-08-16,81.00,80.00,80.40,10,"208,899.20"
22-08-16,82.00,80.10,81.10,27,"2,295,696.30"
23-08-16,81.50,81.40,81.50,14,"313,514.80"
24-08-16,82.00,81.00,81.80,17,"948,664.40"
25-08-16,81.50,81.00,81.50,7,"6,353,463.50"
26-08-16,81.00,81.00,81.00,7,"791,289.00"
29-08-16,81.90,81.00,81.00,11,"17,261,618.10"
30-08-16,82.50,80.50,80.50,9,"761,290.80"
31-08-16,82.00,80.50,81.10,15,"16,299,725.90"
01-09-16,81.30,81.20,81.10,3,"2,437.00"
02-09-16,81.20,81.00,81.10,14,"5,233,671.00"
05-09-16,82.00,81.00,81.00,13,"1,146,637.00"
06-09-16,81.00,80.60,81.00,8,"980,412.40"
07-09-16,80.50,80.00,80.00,10,"289,570.00"
08-09-16,81.00,80.00,81.00,10,"2,002,952.00"
09-09-16,80.50,79.20,80.20,9,"247,160.30"
13-09-16,82.50,80.00,80.00,5,"157,935.00"
14-09-16,81.00,80.00,80.00,14,"965,850.50"
15-09-16,81.00,80.00,80.00,12,"4,650,130.00"
19-09-16,81.90,80.20,80.50,5,"2,061,356.00"
20-09-16,80.60,80.50,80.60,3,"64,450.00"
21-09-16,81.50,80.70,81.00,10,"2,477,408.00"
22-09-16,81.90,81.50,81.50,9,"2,442,703.00"
23-09-16,81.90,81.00,81.70,12,"153,141.90"
26-09-16,82.00,81.10,81.90,9,"293,919.00"
27-09-16,82.80,81.90,82.10,23,"11,799,400.50"
28-09-16,83.40,82.80,83.30,17,"944,672.10"
29-09-16,83.80,82.90,83.50,11,"735,827.50"
30-09-16,84.00,82.50,83.90,57,"2,682,849.60"
03-10-16,83.50,82.50,82.60,20,"2,658,981.80"
04-10-16,84.50,83.80,84.00,49,"5,617,130.10"
05-10-16,84.00,83.40,83.50,13,"1,909,916.00"
06-10-16,84.00,83.40,83.40,24,"3,026,434.20"
07-10-16,84.50,83.40,84.00,12,"741,792.40"
10-10-16,85.00,84.00,84.00,21,"427,019.50"
11-10-16,84.90,84.50,84.90,10,"333,578.40"
12-10-16,84.70,83.00,83.50,18,"1,195,505.20"
13-10-16,83.00,82.00,82.00,25,"11,334,558.00"
14-10-16,83.00,81.20,81.40,6,"18,751.50"
17-10-16,82.30,81.50,81.50,4,"32,763.80"
18-10-16,82.00,80.50,81.80,41,"1,323,219.00"
19-10-16,82.20,81.00,81.90,19,"14,030,337.20"
20-10-16,82.00,82.00,82.00,4,"12,767,400.00"
21-10-16,83.00,82.10,82.50,16,"362,057.50"
24-10-16,82.50,80.00,80.10,17,"104,964.50"
25-10-16,82.00,80.20,81.00,9,"525,719.80"
26-10-16,81.00,80.30,81.00,4,"81,284.00"
27-10-16,82.50,80.50,80.50,5,"46,710.00"
28-10-16,80.60,80.50,80.60,6,"192,584.00"
31-10-16,81.20,80.50,80.60,13,"339,891.00"
01-11-16,81.20,81.20,81.20,5,"15,996.40"
02-11-16,82.50,81.20,82.50,29,"2,144,619.00"
03-11-16,83.00,81.00,81.50,12,"249,203.50"
04-11-16,81.30,81.30,81.50,2,"2,439.00"
07-11-16,81.50,81.10,81.10,12,"570,517.50"
08-11-16,81.40,81.30,81.40,3,"57,305.20"
09-11-16,81.40,81.00,81.00,5,"46,988.00"
10-11-16,81.40,81.00,81.10,3,"41,992.20"
11-11-16,81.00,81.00,81.00,2,"40,500.00"
15-11-16,81.10,80.10,80.10,13,"964,157.50"
16-11-16,80.60,80.00,80.40,27,"7,152,540.00"
17-11-16,81.00,80.00,80.50,13,"671,492.00"
18-11-16,81.00,80.10,80.60,4,"10,961.30"
21-11-16,80.20,79.10,80.00,12,"845,146.30"
22-11-16,80.00,78.00,80.00,47,"13,247,671.50"
23-11-16,80.90,78.00,80.00,22,"810,124.50"
24-11-16,81.00,80.00,80.00,6,"680,881.00"
25-11-16,80.00,80.00,80.00,3,"124,000.00"
28-11-16,80.00,79.80,79.80,3,"31,980.00"
29-11-16,80.00,80.00,80.00,8,"2,476,480.00"
30-11-16,79.90,79.00,79.00,6,"15,093.50"
01-12-16,80.90,75.10,79.90,24,"12,391,573.20"
02-12-16,81.50,78.10,80.90,10,"681,332.70"
05-12-16,81.00,80.10,81.00,12,"310,495.50"
06-12-16,81.00,80.00,80.00,9,"559,575.00"
07-12-16,81.00,80.00,80.50,9,"2,122,635.00"
08-12-16,81.00,80.00,80.00,7,"317,820.00"
09-12-16,80.00,79.90,80.00,5,"507,430.00"
14-12-16,80.00,79.80,80.00,3,"4,558.00"
15-12-16,80.50,77.00,80.00,18,"815,183.40"
16-12-16,80.00,79.90,80.00,17,"2,508,670.00"
19-12-16,79.80,79.10,80.00,4,"4,062.80"
20-12-16,79.40,79.00,79.20,9,"277,379.40"
21-12-16,80.00,79.00,79.90,10,"705,845.00"
22-12-16,79.00,79.00,79.90,1,79.00
23-12-16,80.00,79.90,80.00,2,"15,995.50"
27-12-16,80.00,78.10,78.40,4,"23,920.00"
28-12-16,78.00,78.00,78.00,3,"11,700.00"
29-12-16,80.00,80.00,78.00,1,"2,800.00"
30-12-16,81.80,79.50,80.90,19,"20,230,198.30"
03-01-17,80.00,78.50,78.50,6,"15,920.50"
04-01-17,78.60,78.00,78.10,9,"729,012.00"
05-01-17,77.10,77.10,77.10,1,"46,260.00"
06-01-17,79.40,78.00,78.90,3,"11,918.20"
09-01-17,79.40,78.80,79.40,5,"328,891.00"
10-01-17,79.50,78.10,78.30,13,"67,715.90"
11-01-17,78.90,78.00,78.00,13,"277,246.90"
13-01-17,79.00,77.80,79.00,21,"523,360.00"
16-01-17,78.00,77.20,79.00,5,"7,214.60"
17-01-17,78.00,78.00,79.00,1,"1,014.00"
18-01-17,77.60,77.20,77.20,5,"111,656.40"
19-01-17,77.10,77.10,77.20,2,"1,927.50"
20-01-17,77.10,76.90,77.00,11,"152,776.50"
23-01-17,77.00,76.00,77.00,14,"242,319.60"
24-01-17,77.00,75.00,75.00,24,"907,705.50"
25-01-17,77.50,75.00,75.00,9,"277,577.50"
26-01-17,75.00,75.00,75.00,2,"15,000.00"
27-01-17,74.90,74.80,74.80,2,"17,208.80"
30-01-17,77.50,75.00,77.00,26,"1,950,437.70"
31-01-17,76.00,75.00,75.00,6,"17,035.20"
01-02-17,75.00,75.00,75.00,3,"48,750.00"
02-02-17,75.30,75.20,75.30,3,"28,596.00"
03-02-17,76.50,75.00,75.10,14,"255,865.00"
06-02-17,75.50,73.20,74.80,11,"2,401,156.90"
07-02-17,75.00,74.00,74.00,21,"100,275.00"
08-02-17,75.00,74.00,74.00,9,"401,639.00"
09-02-17,75.00,73.70,75.00,6,"47,144.60"
13-02-17,75.00,73.70,74.00,16,"263,070.20"
14-02-17,76.00,74.00,75.00,26,"491,942.40"
15-02-17,76.50,75.90,76.40,24,"2,591,611.60"
16-02-17,77.80,76.50,76.80,9,"150,679.00"
17-02-17,76.50,76.50,76.50,4,"85,603.50"
20-02-17,77.50,76.40,76.50,14,"593,808.40"
21-02-17,77.50,76.50,77.00,15,"41,983.50"
22-02-17,76.60,76.40,76.50,12,"307,912.90"
23-02-17,77.00,76.40,76.60,14,"130,790.50"
27-02-17,78.40,75.50,76.00,23,"4,280,161.40"
28-02-17,78.30,76.50,77.40,22,"515,413.30"
01-03-17,78.00,76.50,76.50,19,"499,351.60"
02-03-17,76.50,75.00,75.10,10,"178,556.00"
03-03-17,76.40,75.50,75.50,7,"141,735.50"
06-03-17,76.00,76.00,76.00,3,"25,080.00"
07-03-17,76.40,75.00,75.00,8,"470,371.00"
08-03-17,75.00,74.60,75.00,16,"1,779,367.00"
09-03-17,75.90,75.00,75.00,10,"38,923.70"
10-03-17,75.00,74.60,74.60,8,"75,890.00"
13-03-17,75.50,75.00,75.10,25,"2,553,299.70"
14-03-17,75.50,75.10,75.10,9,"150,585.40"
15-03-17,75.80,75.10,75.10,12,"272,780.30"
16-03-17,75.40,75.00,75.10,23,"1,705,597.10"
17-03-17,75.00,75.00,75.00,9,"1,349,925.00"
20-03-17,75.00,74.50,74.50,14,"683,724.80"
21-03-17,74.80,74.50,74.50,9,"290,804.40"
22-03-17,74.90,71.20,73.60,35,"3,001,862.60"
23-03-17,74.60,73.80,73.80,8,"127,906.60"
24-03-17,74.80,74.80,73.80,1,74.80
27-03-17,74.90,73.50,73.60,9,"989,895.70"
28-03-17,73.80,73.50,73.50,10,"629,547.00"
29-03-17,73.90,73.50,73.50,4,"57,848.00"
30-03-17,73.90,73.10,73.10,5,"111,497.50"
31-03-17,74.90,73.80,74.00,12,"524,140.30"
03-04-17,76.50,74.90,76.40,12,"950,167.50"
04-04-17,76.50,74.50,76.50,8,"990,877.90"
05-04-17,76.40,76.00,76.00,8,"483,746.70"
06-04-17,76.40,75.00,76.00,17,"4,586,074.40"
07-04-17,76.40,76.00,76.40,3,"30,636.40"
11-04-17,76.40,76.00,76.00,2,"73,796.00"
12-04-17,78.40,75.00,75.60,3,"15,884.00"
17-04-17,77.50,75.00,76.00,15,"123,554.00"
18-04-17,78.00,77.50,77.50,11,"1,534,346.50"
19-04-17,80.00,78.00,79.50,30,"1,308,681.80"
20-04-17,82.40,80.00,82.00,61,"23,011,898.80"
21-04-17,82.00,79.50,82.00,30,"3,793,576.40"
24-04-17,80.00,79.20,80.00,16,"217,139.20"
25-04-17,80.00,79.20,79.20,8,"67,022.40"
26-04-17,81.80,79.50,80.00,17,"1,051,119.80"
27-04-17,80.00,80.00,80.00,3,"36,240.00"
28-04-17,79.00,78.00,78.10,30,"9,053,891.00"
02-05-17,78.50,78.00,78.50,13,"2,247,554.30"
03-05-17,78.00,77.00,77.20,21,"2,600,610.00"
04-05-17,78.00,76.70,77.50,13,"668,170.00"
05-05-17,79.50,78.00,79.50,9,"900,708.00"
08-05-17,82.00,80.00,80.30,18,"1,339,389.50"
09-05-17,81.50,80.00,80.40,27,"3,925,593.00"
12-05-17,80.50,80.10,80.10,13,"158,783.10"
15-05-17,80.50,80.00,80.10,17,"1,498,738.00"
16-05-17,81.00,80.10,80.50,8,"764,492.00"
17-05-17,81.00,80.50,80.50,10,"1,726,863.50"
18-05-17,81.00,80.50,81.00,7,"171,845.10"
19-05-17,81.00,80.00,81.00,8,"502,590.00"
22-05-17,80.90,79.60,80.90,6,"228,860.00"
23-05-17,79.60,79.00,79.20,16,"73,463.90"
24-05-17,80.50,80.00,80.00,9,"147,907.50"
25-05-17,80.00,79.00,79.10,6,"485,908.50"
26-05-17,80.00,79.20,80.00,14,"1,066,833.50"
29-05-17,80.00,79.30,79.30,7,"266,795.00"
30-05-17,79.80,79.80,79.30,1,319.20
31-05-17,79.50,79.00,79.50,10,"358,666.50"
01-06-17,80.10,79.60,80.10,6,"671,720.00"
02-06-17,80.50,79.00,80.50,14,"8,620,886.00"
05-06-17,81.00,80.00,80.00,17,"1,175,724.00"
06-06-17,80.90,79.00,80.20,7,"432,850.50"
07-06-17,81.00,80.00,81.00,15,"569,174.00"
09-06-17,80.50,80.10,80.50,4,"98,010.00"
12-06-17,80.10,80.00,80.10,2,"195,364.00"
13-06-17,80.00,79.20,80.00,22,"4,793,538.50"
14-06-17,80.00,79.50,80.00,4,"30,630.00"
15-06-17,80.50,79.00,79.20,23,"2,767,979.80"
16-06-17,80.00,79.50,79.50,10,"3,543,578.20"
19-06-17,80.20,79.50,80.10,28,"2,183,855.50"
20-06-17,81.00,80.30,80.60,18,"4,015,644.70"
21-06-17,83.50,81.00,83.00,46,"4,007,997.10"
22-06-17,84.50,82.00,83.00,40,"3,071,686.00"
23-06-17,84.00,82.00,84.00,15,"717,355.30"
27-06-17,83.00,82.00,82.00,11,"436,953.30"
28-06-17,83.50,82.00,83.00,19,"3,340,927.00"
29-06-17,82.00,82.00,82.00,5,"328,000.00"
30-06-17,83.00,82.00,82.00,11,"528,632.00"
03-07-17,81.00,80.50,80.50,5,"197,045.20"
04-07-17,81.00,80.30,80.90,11,"296,335.00"
05-07-17,80.90,80.50,80.50,6,"218,819.00"
06-07-17,81.00,80.90,80.90,2,"12,945.00"
07-07-17,81.00,81.00,80.90,1,"5,427.00"
10-07-17,80.50,79.20,79.50,20,"2,504,182.20"
11-07-17,80.00,79.60,79.60,8,"12,825.30"
12-07-17,80.00,79.50,79.90,17,"954,734.40"
13-07-17,80.00,79.90,80.00,5,"163,992.00"
14-07-17,80.00,79.50,80.00,4,"326,375.00"
17-07-17,79.30,79.10,79.30,9,"375,718.20"
18-07-17,80.00,79.20,80.00,11,"3,541,998.20"
19-07-17,80.00,79.60,80.00,13,"1,887,806.00"
20-07-17,80.00,79.50,79.70,13,"601,386.30"
21-07-17,80.00,79.00,80.00,19,"4,640,688.70"
25-07-17,79.00,79.00,80.00,2,"2,291.00"
26-07-17,80.50,79.10,80.00,26,"1,910,011.00"
27-07-17,80.50,79.50,79.50,4,"342,075.00"
28-07-17,80.20,79.50,80.10,7,"638,076.00"
31-07-17,80.50,79.50,80.00,17,"1,090,395.00"
01-08-17,80.50,80.00,80.00,12,"1,219,761.00"
02-08-17,80.50,79.90,80.00,12,"507,927.00"
03-08-17,80.00,79.50,80.00,12,"16,047,561.00"
04-08-17,80.50,79.40,79.50,4,"71,855.00"
08-08-17,79.90,79.00,79.00,9,"68,055.20"
09-08-17,78.10,78.10,78.10,3,"50,452.60"
10-08-17,77.80,77.00,77.70,4,"46,995.00"
11-08-17,79.70,78.00,78.80,4,"8,119.00"
14-08-17,79.00,79.00,79.00,5,"7,979.00"
15-08-17,78.90,77.60,78.00,13,"438,684.50"
16-08-17,79.00,77.80,79.00,9,"4,922,780.00"
17-08-17,78.10,78.00,78.10,10,"2,283,580.00"
18-08-17,78.50,78.10,78.40,9,"3,995,649.00"
21-08-17,80.00,78.90,80.00,16,"4,404,429.00"
22-08-17,81.00,79.80,80.50,12,"232,830.00"
23-08-17,78.90,78.90,78.90,1,"14,202.00"
24-08-17,78.90,78.80,78.80,6,"108,805.00"
25-08-17,80.00,79.90,80.00,7,"986,065.00"
28-08-17,79.20,79.10,80.00,2,"1,583.00"
29-08-17,81.00,79.00,80.00,11,"444,481.00"
30-08-17,80.00,79.00,79.00,9,"163,857.00"
31-08-17,79.00,79.00,79.00,1,"9,875.00"
04-09-17,80.00,78.00,79.50,18,"4,658,106.00"
06-09-17,80.50,78.00,79.00,10,"257,210.00"
07-09-17,79.50,79.00,79.10,2,"7,905.00"
08-09-17,78.50,78.00,78.10,15,"263,231.30"
11-09-17,80.00,78.50,78.50,3,"157,080.00"
12-09-17,79.00,79.00,79.00,1,"21,330,000.00"
13-09-17,79.00,78.50,78.50,5,"397,637.20"
14-09-17,79.00,79.00,79.00,2,"26,867,900.00"
18-09-17,78.90,78.70,78.90,3,"23,748.70"
19-09-17,79.00,78.90,79.00,8,"170,096.00"
20-09-17,79.80,78.90,78.90,6,"302,117.50"
21-09-17,78.80,78.80,78.80,2,"115,757.20"
25-09-17,79.50,78.50,78.50,6,"181,841.00"
26-09-17,78.60,78.50,78.50,2,"39,250.40"
27-09-17,79.00,78.50,78.90,5,"196,015.30"
28-09-17,80.00,78.00,80.00,11,"3,117,383.00"
29-09-17,80.50,80.00,80.00,8,"1,839,250.50"
02-10-17,81.00,80.50,80.00,3,"3,713.00"
03-10-17,80.00,80.00,80.00,1,160.00
04-10-17,81.60,80.00,80.30,20,"443,097.30"
06-10-17,82.50,80.10,82.00,19,"371,449.30"
09-10-17,82.00,79.10,79.10,5,"234,336.30"
10-10-17,82.00,80.00,80.00,4,"200,831.00"
11-10-17,84.00,81.50,83.40,46,"3,691,960.00"
12-10-17,85.80,83.40,85.10,46,"1,734,904.90"
13-10-17,87.00,86.00,86.10,54,"3,482,894.30"
16-10-17,86.00,82.00,83.20,10,"85,029.00"
17-10-17,82.50,82.00,82.00,9,"260,564.00"
19-10-17,81.50,81.50,81.50,6,"434,639.50"
20-10-17,82.00,81.50,81.80,4,"52,790.50"
23-10-17,82.00,81.60,82.00,7,"239,645.40"
24-10-17,82.00,81.90,82.00,7,"2,466,160.00"
25-10-17,84.90,82.10,84.80,4,"34,345.10"
26-10-17,83.00,82.50,82.80,2,"67,362.00"
27-10-17,83.00,81.70,82.00,16,"248,539.00"
30-10-17,83.10,83.00,83.00,8,"447,918.00"
31-10-17,83.10,83.00,83.00,3,"777,677.00"
01-11-17,84.50,81.00,81.90,43,"1,409,627.80"
02-11-17,81.10,78.20,79.90,19,"638,906.70"
06-11-17,84.00,83.00,83.00,10,"353,860.00"
07-11-17,82.50,82.00,82.30,4,"263,200.00"
08-11-17,81.10,80.10,81.00,10,"105,791.50"
09-11-17,81.00,80.00,80.00,12,"447,517.50"
10-11-17,80.50,80.00,80.00,16,"743,246.40"
13-11-17,80.00,79.90,79.90,19,"229,089.30"
14-11-17,82.20,80.00,80.00,7,"784,481.00"
15-11-17,80.00,80.00,80.00,2,"1,920.00"
16-11-17,79.10,79.00,79.00,16,"1,908,245.50"
17-11-17,80.00,78.70,79.90,21,"2,305,895.50"
20-11-17,79.50,79.00,79.10,15,"3,484,919.00"
21-11-17,79.10,78.90,79.10,19,"3,222,762.90"
22-11-17,80.30,79.90,80.30,21,"2,952,049.00"
23-11-17,80.30,79.00,80.00,17,"1,938,567.60"
24-11-17,81.50,80.00,80.10,19,"1,880,989.00"
27-11-17,81.50,80.00,80.00,7,"195,236.90"
28-11-17,81.00,80.00,80.80,12,"849,881.00"
29-11-17,81.00,80.00,80.10,12,"973,230.00"
30-11-17,80.10,80.00,80.00,11,"691,681.50"
04-12-17,81.00,81.00,80.00,1,810.00
05-12-17,81.00,80.50,80.00,2,"2,182.00"
06-12-17,80.00,79.50,79.90,5,"79,965.00"
07-12-17,80.00,80.00,80.00,1,"8,000.00"
08-12-17,80.90,80.00,80.00,8,"264,017,375.30"
11-12-17,79.90,79.40,79.40,3,"207,282.00"
12-12-17,80.00,79.90,80.00,6,"96,080,079.00"
13-12-17,78.50,78.50,80.00,1,157.00
15-12-17,78.60,78.50,78.50,4,"30,930.00"
18-12-17,80.00,78.00,78.20,12,"418,841.30"
19-12-17,78.10,78.00,78.00,5,"102,180.30"
20-12-17,79.90,79.90,79.90,4,"11,106.10"
21-12-17,79.00,77.60,79.00,6,"119,969.10"
22-12-17,79.00,78.00,79.00,2,"46,451.00"
26-12-17,78.90,77.50,78.00,14,"412,860.90"
28-12-17,78.90,78.00,78.10,6,"77,632.80"
29-12-17,78.00,78.00,78.00,3,"30,420.00"
02-01-18,79.00,79.00,79.00,2,"22,910.00"
03-01-18,78.00,78.00,78.00,8,"152,958.00"
