Date,High,low,Close,No.of Trades,Turn over
13-02-12,56.20,54.10,56.00,85,"5,721,080.00"
14-02-12,55.10,52.70,53.00,128,"7,454,850.00"
15-02-12,54.60,51.50,52.20,102,"7,731,460.00"
16-02-12,57.40,52.50,56.60,65,"5,927,330.00"
17-02-12,60.00,55.00,56.60,62,"4,047,330.00"
21-02-12,58.00,55.00,55.60,27,"714,770.00"
22-02-12,57.50,56.10,56.60,35,"1,912,350.00"
23-02-12,59.20,55.70,58.20,54,"5,542,520.00"
24-02-12,59.50,57.00,58.50,12,"341,907.00"
27-02-12,59.50,56.00,56.10,27,"791,043.00"
28-02-12,58.00,56.10,56.70,24,"629,021.50"
29-02-12,58.00,56.50,57.10,5,"126,620.00"
01-03-12,58.40,56.00,56.10,47,"1,418,679.60"
02-03-12,57.90,57.00,57.00,20,"402,708.00"
05-03-12,57.00,56.00,56.00,27,"1,912,987.90"
06-03-12,57.50,56.10,57.40,35,"2,049,978.90"
08-03-12,57.50,56.20,57.00,20,"466,722.50"
09-03-12,57.10,56.50,56.90,19,"1,255,336.50"
12-03-12,56.90,56.10,56.20,26,"2,369,229.60"
13-03-12,56.60,55.90,56.50,55,"7,094,643.20"
14-03-12,57.20,56.40,56.60,54,"7,326,236.00"
15-03-12,58.20,57.00,58.00,110,"7,238,413.00"
16-03-12,58.90,57.60,58.10,48,"3,510,550.60"
19-03-12,58.90,58.00,58.50,17,"1,185,884.00"
20-03-12,58.30,56.70,56.80,43,"2,137,938.00"
21-03-12,57.00,56.50,56.50,44,"4,900,975.00"
22-03-12,56.50,55.80,55.90,64,"4,299,940.40"
23-03-12,57.00,56.00,56.80,27,"4,386,275.00"
26-03-12,57.00,56.40,56.50,13,"408,398.00"
27-03-12,58.00,56.60,56.80,42,"2,376,318.00"
28-03-12,57.00,56.30,56.50,25,"6,875,332.20"
29-03-12,57.50,56.10,57.10,31,"759,345.20"
30-03-12,57.30,56.50,56.90,73,"5,640,259.60"
02-04-12,56.50,55.50,55.80,35,"2,557,906.00"
03-04-12,55.80,54.10,54.50,18,"604,760.50"
04-04-12,55.40,54.00,54.00,31,"6,084,727.20"
05-04-12,55.00,54.10,55.00,55,"7,420,635.00"
09-04-12,55.00,54.10,54.10,22,"2,404,140.00"
10-04-12,55.00,54.10,54.90,12,"173,775.40"
11-04-12,54.90,54.20,54.50,3,"28,279.00"
16-04-12,55.90,54.20,55.50,20,"2,115,215.80"
17-04-12,55.40,54.00,54.40,41,"2,011,090.60"
18-04-12,54.20,54.00,54.00,13,"756,978.00"
19-04-12,55.00,54.20,55.00,47,"6,567,515.10"
20-04-12,55.90,55.00,55.20,35,"3,843,845.90"
23-04-12,55.00,54.50,54.50,20,"1,480,215.00"
24-04-12,54.90,54.00,54.00,38,"2,837,067.00"
25-04-12,54.60,53.90,54.00,46,"1,780,779.60"
26-04-12,54.50,53.70,54.00,18,"551,210.00"
27-04-12,54.40,53.60,53.70,21,"1,204,161.00"
30-04-12,54.00,52.10,52.70,22,"950,270.00"
02-05-12,53.90,52.00,53.40,34,"2,649,004.90"
03-05-12,54.00,52.70,52.90,36,"2,934,841.30"
04-05-12,52.80,51.60,52.00,50,"3,672,312.00"
08-05-12,52.00,50.00,50.20,50,"2,418,985.00"
09-05-12,50.50,48.50,48.70,42,"1,832,221.00"
10-05-12,49.00,48.10,48.90,33,"1,003,754.00"
11-05-12,49.00,48.50,48.80,33,"2,118,144.50"
14-05-12,48.60,47.40,47.60,42,"1,785,656.30"
15-05-12,49.90,48.60,48.60,18,"571,105.60"
16-05-12,50.00,48.60,49.20,21,"1,102,621.00"
17-05-12,50.50,49.00,49.10,16,"385,347.00"
18-05-12,49.40,48.80,49.40,14,"1,238,531.20"
21-05-12,49.50,48.70,48.70,16,"288,390.60"
22-05-12,48.80,48.60,48.70,11,"220,573.00"
23-05-12,48.70,48.10,48.40,34,"1,387,242.00"
24-05-12,49.00,47.60,47.90,32,"897,815.00"
25-05-12,48.00,47.10,47.20,17,"477,072.00"
28-05-12,47.50,45.20,45.30,21,"757,519.20"
29-05-12,45.10,43.50,43.50,61,"3,307,786.50"
30-05-12,45.90,44.00,45.10,38,"1,240,583.70"
31-05-12,50.00,44.60,46.70,81,"15,491,595.40"
01-06-12,47.00,45.20,46.60,15,"408,299.30"
05-06-12,46.50,45.60,46.10,17,"851,300.00"
06-06-12,47.00,45.50,47.00,52,"7,977,050.20"
07-06-12,47.00,46.00,47.00,10,"571,240.00"
08-06-12,47.00,46.50,47.00,12,"212,661.00"
11-06-12,47.00,46.50,46.90,12,"375,011.00"
12-06-12,46.90,46.50,46.90,7,"196,340.00"
13-06-12,46.90,46.50,46.60,32,"4,386,750.80"
14-06-12,47.10,46.70,47.00,19,"1,500,323.80"
15-06-12,49.30,47.20,48.20,41,"3,261,456.40"
18-06-12,48.30,48.00,48.00,10,"297,648.30"
19-06-12,48.90,48.00,48.30,13,"202,699.70"
20-06-12,49.50,47.10,48.40,16,"554,276.00"
21-06-12,48.10,47.00,48.00,19,"765,695.00"
22-06-12,48.00,47.50,48.00,8,"622,480.00"
25-06-12,48.40,47.50,48.30,8,"80,004.10"
26-06-12,48.00,47.50,47.50,7,"206,284.00"
27-06-12,47.50,47.00,47.00,9,"658,384.50"
28-06-12,47.80,47.00,47.80,10,"12,990,060.00"
29-06-12,47.40,47.00,47.00,14,"244,143.00"
02-07-12,47.00,46.80,46.80,7,"253,897.00"
04-07-12,47.00,46.80,46.80,15,"270,189.20"
05-07-12,49.00,46.50,46.60,25,"627,937.00"
06-07-12,47.00,46.50,46.50,9,"496,063.00"
09-07-12,47.00,46.50,46.50,10,"2,301,571.50"
10-07-12,47.00,46.50,46.50,11,"497,605.00"
11-07-12,47.00,46.50,46.50,21,"897,176.80"
12-07-12,47.50,46.50,47.00,10,"358,579.50"
13-07-12,47.50,46.00,46.00,24,"471,587.50"
16-07-12,46.10,45.80,46.00,23,"3,164,690.00"
17-07-12,46.40,46.00,46.00,10,"616,828.80"
18-07-12,46.40,46.00,46.00,14,"5,781,572.00"
19-07-12,46.30,46.00,46.20,11,"304,420.70"
20-07-12,46.40,46.00,46.10,13,"236,289.70"
23-07-12,46.10,45.80,46.00,7,"220,926.50"
24-07-12,46.50,45.90,45.90,12,"412,581.00"
25-07-12,46.50,46.00,46.00,13,"1,584,746.50"
26-07-12,46.00,45.80,46.00,11,"284,980.00"
27-07-12,47.50,46.10,46.10,16,"960,219.20"
30-07-12,48.00,46.50,46.60,7,"426,650.00"
31-07-12,46.50,46.30,46.50,12,"1,456,193.80"
02-08-12,46.60,46.50,46.60,7,"293,732.40"
03-08-12,46.60,46.50,46.50,11,"453,958.60"
06-08-12,47.90,46.50,46.60,30,"3,795,125.50"
07-08-12,48.00,46.70,47.00,17,"2,365,685.60"
08-08-12,46.90,46.60,46.90,3,"9,789.00"
09-08-12,47.00,46.50,46.60,7,"472,119.00"
10-08-12,47.50,46.70,47.00,8,"152,436.80"
13-08-12,47.50,47.00,47.50,23,"993,924.00"
14-08-12,48.40,47.00,48.00,45,"2,472,728.50"
15-08-12,49.00,48.00,49.00,34,"4,534,406.90"
16-08-12,49.00,48.60,48.90,13,"978,138.20"
17-08-12,48.70,48.50,48.60,3,"418,200.00"
20-08-12,49.60,48.50,49.50,25,"1,629,720.00"
21-08-12,52.50,48.50,52.10,115,"10,949,628.10"
22-08-12,55.00,51.10,53.80,95,"13,925,058.10"
23-08-12,55.00,51.90,52.30,83,"4,632,591.80"
24-08-12,52.50,51.60,51.60,12,"128,230.80"
27-08-12,53.00,52.00,52.40,26,"1,695,294.70"
28-08-12,53.90,52.00,53.00,19,"962,006.40"
29-08-12,54.00,51.80,53.60,43,"1,700,706.50"
30-08-12,54.70,53.00,54.00,34,"10,048,943.90"
03-09-12,57.00,54.00,55.60,34,"3,329,182.00"
04-09-12,58.00,55.50,57.20,51,"3,459,641.40"
05-09-12,58.50,56.50,58.00,122,"15,711,507.50"
06-09-12,59.00,57.10,58.30,83,"12,212,331.10"
07-09-12,59.00,58.00,58.80,63,"5,892,123.90"
10-09-12,59.50,58.50,59.20,69,"4,289,609.40"
11-09-12,59.90,57.20,59.50,77,"18,071,994.90"
12-09-12,62.00,59.00,61.10,171,"23,664,049.40"
13-09-12,63.00,61.80,62.50,254,"65,234,417.80"
14-09-12,63.00,62.00,62.80,117,"12,199,955.00"
17-09-12,63.00,62.00,62.10,107,"22,576,937.20"
18-09-12,62.50,61.00,61.50,102,"29,667,223.00"
19-09-12,61.80,59.00,60.10,47,"1,310,620.10"
20-09-12,62.00,59.00,62.00,79,"20,285,548.10"
21-09-12,61.90,60.00,60.90,15,"378,828.80"
24-09-12,60.90,59.50,59.90,29,"695,209.30"
25-09-12,62.00,59.00,61.40,59,"31,804,095.10"
26-09-12,63.10,61.50,62.70,130,"21,088,430.40"
27-09-12,63.60,62.10,62.60,155,"17,748,186.10"
28-09-12,62.90,61.60,61.90,46,"4,518,505.30"
01-10-12,62.90,62.00,62.50,43,"13,468,069.90"
02-10-12,62.30,61.00,61.20,55,"9,768,485.90"
03-10-12,61.90,60.00,60.10,27,"1,826,096.00"
04-10-12,60.90,59.60,59.90,29,"1,641,160.10"
05-10-12,60.50,59.00,60.40,28,"1,767,412.50"
08-10-12,59.60,59.50,59.60,15,"351,570.00"
09-10-12,60.30,59.50,59.50,33,"3,100,057.50"
10-10-12,59.50,58.00,58.10,13,"360,526.50"
11-10-12,59.40,58.30,58.80,22,"1,655,920.00"
12-10-12,59.90,58.90,59.20,14,"578,694.50"
15-10-12,58.90,56.50,56.60,30,"2,819,345.20"
16-10-12,56.90,56.00,56.00,27,"1,175,220.00"
17-10-12,59.00,55.50,56.80,35,"2,626,406.50"
18-10-12,60.00,55.50,58.80,47,"2,534,741.10"
19-10-12,60.00,57.30,59.60,26,"1,785,731.00"
22-10-12,59.00,58.00,58.20,24,"2,903,490.00"
23-10-12,58.90,57.50,57.50,10,"1,020,290.00"
24-10-12,58.80,57.50,57.50,26,"1,846,988.20"
25-10-12,58.70,57.00,57.30,32,"2,630,308.00"
26-10-12,59.00,57.50,58.00,24,"878,872.90"
30-10-12,58.00,57.00,57.10,14,"648,774.00"
31-10-12,56.60,56.30,56.50,10,"600,419.70"
01-11-12,56.60,55.00,56.00,27,"5,778,251.40"
02-11-12,57.00,56.00,57.00,15,"608,556.00"
05-11-12,57.00,55.50,56.00,13,"1,200,700.00"
06-11-12,58.00,55.80,57.50,45,"9,006,845.40"
07-11-12,58.00,57.00,57.00,10,"650,190.90"
08-11-12,58.00,56.50,57.40,28,"752,724.00"
09-11-12,57.70,57.10,57.30,13,"370,342.70"
12-11-12,56.90,56.50,56.70,22,"551,449.80"
14-11-12,57.70,56.00,56.20,25,"1,598,490.40"
15-11-12,57.00,56.00,57.00,28,"3,807,950.00"
16-11-12,56.20,56.00,56.20,6,"5,816,210.00"
19-11-12,56.20,55.20,55.50,33,"1,534,592.00"
20-11-12,55.90,55.20,55.30,33,"1,366,301.80"
21-11-12,55.80,54.00,54.70,40,"1,977,518.40"
22-11-12,55.80,55.00,55.00,9,"106,580.50"
23-11-12,55.90,55.00,55.80,13,"290,921.40"
26-11-12,55.80,54.50,54.50,14,"423,183.50"
28-11-12,54.90,53.00,53.00,46,"17,845,908.80"
29-11-12,53.10,52.60,52.90,31,"803,386.30"
30-11-12,52.90,52.70,52.80,18,"734,249.00"
03-12-12,52.90,52.40,52.90,26,"870,797.40"
04-12-12,52.70,52.00,52.50,22,"1,179,058.70"
05-12-12,53.10,52.50,52.60,12,"294,836.50"
06-12-12,52.90,52.00,52.50,30,"1,791,909.50"
07-12-12,53.10,52.40,52.50,29,"3,209,901.20"
10-12-12,53.10,52.50,53.10,5,"335,677.50"
11-12-12,54.00,53.20,53.50,20,"845,675.00"
12-12-12,55.00,53.50,54.90,44,"2,687,522.60"
13-12-12,55.00,54.50,54.70,13,"514,641.70"
14-12-12,55.00,53.80,53.80,3,"27,230.00"
17-12-12,55.00,52.50,53.20,17,"676,256.80"
18-12-12,53.50,52.60,53.30,8,"598,737.20"
19-12-12,53.90,53.00,53.70,15,"568,625.90"
20-12-12,53.90,53.10,53.60,13,"255,336.00"
21-12-12,54.40,53.20,53.50,10,"355,554.00"
24-12-12,54.50,54.00,54.50,11,"1,211,386.10"
26-12-12,55.70,54.50,55.00,17,"1,210,270.00"
28-12-12,55.00,55.00,55.00,2,"20,845.00"
31-12-12,57.00,55.20,56.00,16,"885,410.00"
02-01-13,57.50,56.00,57.00,45,"7,907,813.00"
03-01-13,59.00,57.00,58.50,39,"4,641,736.50"
04-01-13,60.00,58.10,59.00,62,"3,566,219.30"
07-01-13,59.70,58.00,59.20,56,"6,787,935.30"
08-01-13,59.90,58.80,59.50,33,"2,463,733.20"
09-01-13,59.10,58.70,59.00,23,"2,305,493.00"
10-01-13,59.90,58.50,59.00,37,"26,356,949.00"
11-01-13,59.00,58.50,59.00,22,"3,041,061.50"
15-01-13,59.00,58.30,58.60,24,"1,913,357.40"
16-01-13,60.60,58.50,60.20,83,"10,768,830.50"
17-01-13,61.00,60.00,60.20,32,"1,246,745.00"
18-01-13,60.50,59.00,59.30,26,"1,375,847.40"
21-01-13,60.00,59.00,59.60,40,"2,538,078.50"
22-01-13,59.90,59.00,59.00,3,"182,990.00"
23-01-13,59.50,58.70,58.80,15,"518,961.50"
24-01-13,59.10,58.50,59.10,7,"84,529.00"
28-01-13,59.30,58.50,59.00,10,"222,496.00"
29-01-13,59.00,58.00,58.00,29,"467,790.50"
30-01-13,58.90,57.80,58.00,16,"870,660.00"
31-01-13,59.00,57.10,58.10,33,"3,942,943.00"
01-02-13,58.90,57.60,57.80,8,"98,129.90"
05-02-13,57.90,57.50,57.90,15,"512,945.40"
06-02-13,59.00,57.60,59.00,39,"2,837,741.40"
07-02-13,60.20,59.00,60.00,133,"16,174,848.60"
08-02-13,65.00,60.00,61.90,110,"10,554,644.20"
11-02-13,62.00,60.00,60.10,50,"2,997,109.00"
12-02-13,60.00,59.20,59.90,29,"1,369,479.50"
13-02-13,61.00,60.00,60.00,36,"7,473,340.20"
14-02-13,60.00,59.60,59.90,25,"2,103,678.00"
15-02-13,61.90,59.50,59.90,44,"2,450,003.00"
18-02-13,61.50,59.10,59.50,32,"12,161,136.90"
19-02-13,59.20,58.80,58.80,69,"9,666,415.50"
20-02-13,59.50,59.00,59.00,72,"24,281,864.50"
21-02-13,59.50,59.00,59.10,14,"1,343,474.00"
22-02-13,60.00,58.80,58.90,25,"593,730.00"
26-02-13,59.00,58.00,59.00,45,"56,475,246.50"
27-02-13,60.00,59.00,59.90,33,"1,489,885.20"
28-02-13,60.00,58.60,59.00,33,"1,916,830.00"
01-03-13,59.50,58.60,59.00,19,"1,011,384.60"
04-03-13,59.00,58.60,58.70,22,"933,458.00"
05-03-13,58.90,58.00,58.10,36,"4,262,556.40"
06-03-13,59.80,58.00,59.60,28,"5,216,745.10"
07-03-13,59.80,58.80,59.50,15,"1,041,910.20"
08-03-13,60.00,59.20,59.20,23,"3,199,134.90"
11-03-13,59.00,59.00,59.00,8,"200,600.00"
12-03-13,59.00,58.20,58.80,22,"1,626,377.10"
13-03-13,60.00,59.00,60.00,49,"4,422,925.20"
14-03-13,61.80,60.10,61.00,77,"4,833,970.90"
15-03-13,61.90,60.10,61.00,45,"6,660,147.00"
18-03-13,61.90,61.00,61.70,46,"2,270,632.40"
19-03-13,64.50,61.90,63.00,191,"17,229,007.90"
20-03-13,63.90,62.50,63.20,82,"6,614,959.70"
21-03-13,64.80,63.00,63.40,113,"8,047,643.50"
22-03-13,64.00,62.00,63.00,26,"4,065,520.00"
25-03-13,63.10,62.00,62.50,21,"2,459,819.60"
27-03-13,62.30,61.50,61.60,37,"4,151,387.40"
28-03-13,61.10,60.50,61.00,81,"27,832,554.50"
01-04-13,58.90,57.50,58.20,21,"285,835.50"
02-04-13,58.80,58.00,58.50,72,"47,931,956.00"
03-04-13,59.90,58.50,59.10,45,"92,798,187.00"
04-04-13,61.00,59.50,60.50,308,"1,183,991,842.60"
05-04-13,61.00,59.00,60.00,145,"90,280,644.00"
08-04-13,60.30,59.00,59.70,77,"9,280,181.00"
09-04-13,60.00,59.50,60.00,91,"9,373,345.80"
10-04-13,60.20,59.50,60.00,41,"5,119,230.40"
11-04-13,60.80,59.70,60.20,55,"2,435,714.00"
12-04-13,60.80,59.70,60.30,41,"39,545,516.50"
16-04-13,61.00,60.00,60.70,60,"10,430,546.30"
17-04-13,63.50,60.70,62.90,256,"74,567,016.20"
18-04-13,63.00,60.90,61.10,151,"41,247,554.80"
19-04-13,61.10,60.10,60.40,91,"54,587,932.90"
22-04-13,62.70,61.00,61.40,68,"12,330,355.40"
23-04-13,62.00,61.40,61.50,28,"1,223,363.10"
24-04-13,62.00,61.50,61.60,36,"1,771,830.40"
26-04-13,62.90,61.50,62.00,75,"7,599,440.40"
29-04-13,62.40,61.50,61.70,41,"2,392,071.00"
30-04-13,62.00,61.20,61.50,25,"2,087,085.60"
02-05-13,62.10,61.60,62.00,30,"3,484,681.30"
03-05-13,62.60,61.50,61.60,93,"15,602,054.00"
06-05-13,62.80,62.00,62.60,42,"3,080,103.70"
07-05-13,64.50,62.60,64.40,236,"36,189,556.10"
08-05-13,65.50,63.70,64.20,177,"19,534,782.80"
09-05-13,66.00,64.00,65.70,196,"40,478,276.00"
10-05-13,67.00,64.10,65.00,212,"43,175,884.80"
13-05-13,66.00,64.50,65.00,78,"5,122,138.50"
14-05-13,65.50,64.90,65.10,99,"37,009,221.80"
15-05-13,66.00,64.60,65.00,120,"20,697,619.00"
16-05-13,65.50,64.90,65.50,75,"8,516,892.50"
17-05-13,68.50,65.60,68.00,355,"52,524,529.70"
20-05-13,68.40,67.90,68.00,155,"23,849,759.40"
21-05-13,68.90,67.50,68.10,233,"38,461,456.00"
22-05-13,67.50,66.70,67.00,71,"4,872,475.80"
23-05-13,68.00,66.80,67.90,31,"1,859,945.30"
27-05-13,67.80,66.50,66.80,34,"1,619,160.30"
28-05-13,67.00,66.50,66.80,91,"15,205,915.60"
29-05-13,68.00,67.00,67.60,72,"3,757,083.60"
30-05-13,68.00,66.70,67.00,59,"2,540,141.40"
31-05-13,67.50,66.70,67.00,53,"4,962,317.00"
03-06-13,67.00,66.50,67.00,35,"3,278,294.50"
04-06-13,67.00,66.50,66.60,53,"3,855,629.90"
05-06-13,67.00,66.50,66.70,52,"4,358,762.60"
06-06-13,67.00,66.50,66.50,51,"14,102,104.90"
07-06-13,66.70,66.50,66.50,42,"11,446,018.50"
10-06-13,66.70,66.40,66.60,60,"21,847,654.80"
11-06-13,66.70,66.00,66.30,91,"16,134,689.80"
12-06-13,66.50,65.60,66.00,40,"2,771,568.20"
13-06-13,66.00,64.50,64.90,80,"10,665,110.60"
14-06-13,65.50,64.00,64.90,34,"1,571,901.00"
17-06-13,64.90,64.30,64.30,22,"3,603,673.30"
18-06-13,64.30,63.80,64.00,48,"3,951,211.40"
19-06-13,64.70,63.60,64.70,25,"103,091.10"
20-06-13,64.50,63.50,63.50,91,"15,940,183.90"
21-06-13,64.00,62.00,62.10,86,"15,149,321.70"
24-06-13,63.00,62.00,62.00,27,"1,530,602.00"
25-06-13,62.20,61.70,62.00,42,"5,148,118.70"
26-06-13,62.90,62.00,62.50,87,"26,083,896.50"
27-06-13,63.70,62.80,62.90,23,"774,991.30"
28-06-13,63.80,63.00,63.10,16,"2,052,596.20"
01-07-13,63.80,62.70,63.60,74,"135,474,385.90"
02-07-13,64.80,63.80,64.50,59,"7,221,979.90"
03-07-13,64.90,63.20,64.60,90,"51,226,306.50"
04-07-13,65.50,64.50,64.60,120,"175,143,428.40"
05-07-13,64.60,63.30,64.50,51,"10,654,235.60"
08-07-13,65.00,63.50,65.00,62,"87,946,638.90"
09-07-13,64.50,63.80,63.90,20,"1,596,578.20"
10-07-13,63.60,63.20,63.50,20,"2,112,917.60"
11-07-13,64.00,63.80,63.90,15,"1,163,288.60"
12-07-13,63.80,63.00,63.10,47,"6,375,289.60"
15-07-13,63.10,62.60,62.60,23,"2,949,278.00"
16-07-13,62.60,62.00,62.10,68,"7,391,662.90"
17-07-13,62.50,62.00,62.00,34,"1,898,834.40"
18-07-13,62.40,61.90,62.00,43,"2,048,470.00"
19-07-13,63.90,62.00,62.30,22,"1,565,511.70"
23-07-13,63.80,63.00,63.30,30,"1,259,264.80"
24-07-13,63.80,63.20,63.50,27,"1,797,769.30"
25-07-13,63.40,63.10,63.40,31,"3,539,243.10"
26-07-13,63.50,63.20,63.50,18,"1,813,081.80"
29-07-13,63.30,63.00,63.00,28,"6,188,083.20"
30-07-13,63.10,63.00,63.00,30,"3,877,187.40"
31-07-13,63.10,62.60,63.00,38,"9,032,288.60"
01-08-13,65.00,63.00,64.70,68,"5,621,186.80"
02-08-13,64.00,63.40,64.00,12,"8,434,609.50"
05-08-13,64.00,63.00,63.00,20,"248,871.00"
06-08-13,64.90,62.60,62.70,24,"3,168,372.10"
07-08-13,63.50,63.10,63.20,45,"7,748,992.00"
08-08-13,64.40,63.00,63.10,22,"1,484,432.50"
12-08-13,64.30,63.00,63.00,17,"774,850.70"
13-08-13,63.40,62.70,62.80,57,"5,832,082.00"
14-08-13,63.50,62.70,63.20,27,"2,622,898.60"
15-08-13,63.10,62.80,62.90,22,"1,752,986.80"
16-08-13,62.80,62.40,62.80,25,"2,717,022.00"
19-08-13,63.00,62.50,62.90,12,"762,262.80"
21-08-13,63.00,62.20,62.20,48,"10,329,622.40"
22-08-13,62.90,62.30,62.50,39,"13,817,632.60"
23-08-13,62.50,60.00,60.50,26,"2,546,290.00"
26-08-13,62.00,60.50,60.50,48,"2,976,071.50"
27-08-13,61.00,60.00,60.10,45,"3,257,773.20"
28-08-13,60.10,57.00,57.60,33,"5,727,796.00"
29-08-13,59.90,58.90,59.60,64,"4,604,347.10"
30-08-13,60.00,59.00,59.90,30,"1,203,791.00"
02-09-13,60.00,59.00,59.20,16,"1,006,385.50"
03-09-13,59.00,58.50,58.50,30,"1,262,181.00"
04-09-13,58.90,58.00,58.00,66,"13,478,736.00"
05-09-13,58.10,57.70,58.00,29,"3,340,127.20"
06-09-13,59.00,58.00,58.80,16,"1,085,375.00"
09-09-13,58.70,57.70,57.90,22,"953,131.00"
10-09-13,58.50,57.50,57.90,36,"6,734,207.00"
11-09-13,58.50,57.50,57.90,34,"5,448,475.50"
12-09-13,59.00,58.00,58.30,20,"1,109,146.00"
13-09-13,58.50,58.00,58.00,27,"1,652,090.00"
16-09-13,59.00,57.50,57.70,22,"900,392.60"
17-09-13,59.00,58.00,58.20,17,"899,173.00"
18-09-13,58.50,58.00,58.30,32,"7,482,206.00"
20-09-13,60.50,59.00,60.00,38,"4,385,121.00"
23-09-13,59.90,59.00,59.00,17,"380,351.60"
24-09-13,60.90,59.00,59.90,24,"3,184,579.00"
25-09-13,59.20,59.00,59.10,19,"1,587,989.00"
26-09-13,60.70,59.10,60.00,27,"29,152,120.00"
27-09-13,60.20,60.00,60.10,16,"282,795.70"
30-09-13,60.90,60.40,60.50,40,"219,856,858.80"
01-10-13,60.20,60.00,60.20,26,"2,241,614.10"
02-10-13,60.60,60.20,60.50,18,"1,755,362.00"
03-10-13,60.50,60.40,60.50,13,"515,873.50"
04-10-13,61.00,60.50,60.90,18,"881,131.00"
07-10-13,61.50,61.00,61.00,9,"131,185.00"
08-10-13,61.40,61.00,61.20,15,"433,670.00"
09-10-13,61.00,60.80,61.00,18,"2,666,859.00"
10-10-13,62.00,60.70,61.10,34,"8,735,338.10"
11-10-13,61.20,60.70,60.70,12,"267,945.60"
14-10-13,61.00,60.70,61.00,14,"1,755,885.20"
15-10-13,62.30,61.20,61.30,28,"546,960.90"
17-10-13,62.00,61.00,62.00,20,"1,520,629.00"
21-10-13,62.00,61.30,61.80,41,"5,195,205.00"
22-10-13,63.10,62.00,62.10,105,"54,843,544.10"
23-10-13,62.60,62.00,62.20,18,"632,462.20"
24-10-13,62.40,62.00,62.30,11,"630,054.10"
25-10-13,62.10,61.50,62.00,9,"255,587.00"
28-10-13,62.40,62.00,62.20,8,"546,774.40"
29-10-13,62.20,62.00,62.20,25,"3,233,148.00"
30-10-13,62.20,61.70,62.10,38,"5,425,854.00"
31-10-13,62.00,61.70,62.00,16,"478,542.00"
01-11-13,62.20,62.00,62.20,24,"2,881,143.50"
04-11-13,62.20,62.00,62.20,12,"441,050.20"
05-11-13,62.20,61.70,62.10,27,"2,543,220.30"
06-11-13,62.00,61.70,61.90,29,"3,362,049.60"
07-11-13,61.60,61.10,61.10,13,"231,162.70"
08-11-13,61.10,60.00,60.70,13,"512,695.30"
11-11-13,60.80,59.90,60.00,30,"896,015.00"
12-11-13,60.00,59.50,59.90,9,"254,545.00"
13-11-13,60.50,59.90,60.40,25,"1,874,155.90"
14-11-13,60.50,60.10,60.50,7,"169,362.50"
15-11-13,60.60,60.50,60.60,10,"243,713.70"
18-11-13,61.10,60.50,60.50,11,"1,442,578.60"
19-11-13,61.10,60.50,61.00,18,"791,018.50"
20-11-13,61.30,60.20,61.10,23,"5,116,070.40"
21-11-13,61.50,60.50,61.50,15,"542,016.80"
22-11-13,61.50,60.30,61.50,19,"510,069.90"
25-11-13,62.00,61.50,61.80,23,"2,104,375.50"
26-11-13,62.00,61.00,61.50,28,"2,555,760.30"
27-11-13,61.50,61.00,61.00,6,"913,900.00"
28-11-13,61.80,61.00,61.10,17,"1,696,124.20"
29-11-13,61.60,61.50,61.50,4,"153,850.00"
02-12-13,62.00,61.20,62.00,29,"2,460,581.60"
03-12-13,62.00,61.00,61.30,13,"2,112,752.00"
04-12-13,61.50,61.00,61.40,33,"12,084,668.00"
05-12-13,61.20,61.10,61.10,11,"794,413.00"
06-12-13,61.00,61.00,61.00,7,"329,461.00"
09-12-13,62.00,61.10,62.00,14,"433,364.60"
10-12-13,61.20,60.00,60.50,15,"219,130.50"
11-12-13,61.00,61.00,61.00,1,"91,500.00"
12-12-13,60.40,60.10,60.10,10,"248,897.30"
13-12-13,61.00,60.20,60.50,11,"4,474,762.50"
17-12-13,61.40,60.50,61.00,6,"573,261.40"
18-12-13,61.00,60.50,60.80,9,"1,578,034.50"
19-12-13,61.00,60.50,61.00,27,"6,143,360.00"
20-12-13,61.40,61.00,61.00,4,"318,977.00"
23-12-13,61.00,61.00,61.00,10,"732,366.00"
24-12-13,61.40,61.00,61.10,7,"213,616.00"
26-12-13,62.50,61.10,62.30,27,"2,989,538.10"
27-12-13,62.00,61.00,62.00,4,"123,022.00"
30-12-13,62.80,61.00,62.50,41,"8,875,809.00"
31-12-13,62.50,62.00,62.20,8,"579,272.10"
02-01-14,62.80,62.50,62.80,11,"2,214,722.50"
03-01-14,63.00,62.20,62.50,24,"1,408,191.00"
06-01-14,62.90,62.00,62.80,27,"1,080,748.30"
07-01-14,63.50,62.00,63.30,85,"12,544,080.00"
08-01-14,64.00,63.40,63.90,24,"2,938,299.50"
09-01-14,64.50,64.00,64.10,40,"6,652,258.80"
10-01-14,66.00,64.40,65.30,110,"28,649,813.90"
13-01-14,67.00,66.00,66.60,57,"3,730,625.50"
16-01-14,69.00,66.60,68.00,104,"14,288,944.60"
17-01-14,68.00,66.50,67.40,21,"2,407,097.50"
20-01-14,67.00,66.50,66.80,28,"889,734.00"
21-01-14,66.20,66.00,66.00,21,"2,285,402.00"
22-01-14,67.00,65.10,66.90,44,"5,058,978.20"
23-01-14,68.00,66.50,66.80,51,"4,392,920.50"
24-01-14,67.20,66.90,66.90,39,"3,460,817.30"
27-01-14,67.60,66.00,66.00,16,"539,911.60"
28-01-14,65.60,65.00,65.00,22,"388,243.90"
29-01-14,65.10,65.00,65.00,21,"4,268,237.50"
30-01-14,67.60,65.00,66.90,44,"7,116,711.30"
